2.715613617,0.226692625,2.821918446,0.853170379,2.705150233,1.510348098,0.438190326,0,0,1.303079075,1.820246842,4.00924016,2.556976422,3.475125719,1.947514269,1.261645782,4.515928001,0,3.871584139,2.567411236,1,0
0,0.812395719,5.057526757,0,3.030776246,0.670891482,2.461888763,2.047184258,0.778259515,0.287569844,2.945924027,2.201841668,2.791015594,2.087288105,3.331392933,1.223409038,2.589844588,0.206982739,3.467075841,2.453530784,1,0
0.028185928,1.160892368,4.917457638,0,2.130112894,1.99936543,0,3.519036049,1.279517886,1.045438277,2.432832792,2.388995424,2.088422567,3.871226426,2.008753266,1.612273615,2.73793451,0.879491009,3.424893632,4.544002526,1,0
1.254844695,3.254697681,4.403165798,0,2.956105466,0,2.041037722,1.315529639,1.953244202,0.010983672,2.172472116,3.840068518,1.731019364,3.959771193,2.494203338,0,1.94453575,2.374451343,2.919968227,3.229256799,1,0
0,0.476757064,3.446451171,0,2.383837922,2.649017113,2.873411615,0.639933744,2.493743592,0.939179911,1.794076436,2.176670112,2.73135306,3.172691641,1.650603937,0.799056612,2.797815487,0,3.229403674,4.399909478,1,0
0,1.213889294,5.356713477,0.053147276,2.533875988,0.127789267,2.347682344,0.60102556,0,0.171175289,2.050874227,3.716347699,3.222752533,3.699672884,2.61782309,2.871019437,2.723617719,0.209781959,3.005862999,4.531962643,1,0
1.342846744,0.213176385,4.085989679,0,3.156663319,0.866696849,4.012699335,0.866118117,0,1.795302654,2.136106536,3.739479512,2.622171758,3.082671312,2.869912218,1.079328401,3.84440562,0,2.626938364,2.736933599,1,0
1.33205553,0.418489518,3.653399374,0,3.676575447,0,3.380277659,1.096321344,0.93444479,0.831746248,0.823932877,3.525745571,2.837211991,1.806675868,1.243608925,0.531170295,0.139445884,2.747763047,3.130133701,2.37434857,1,0
0.210431835,1.242451454,0,4.675273233,3.099136521,0.044863512,1.969678174,1.435623858,0,1.78730618,2.11555032,2.604125238,2.338328579,3.478383535,2.662797845,1.367032207,3.267015064,0.953983847,3.037291371,2.694593875,1,0
1.561640043,0.22476867,5.139427129,0,2.258325526,0.487682167,2.555127909,0.793203152,1.515919588,0.51764519,3.016876273,1.119662867,3.56109246,0,2.84223732,1.901133814,2.389560995,0,3.624051619,4.723001874,1,0
