0.02263504,0.20270507,0.437869135,0.032446187,0.835687321,0.018171353,0.74021311,0.038072539,0.369769104,0.054552199,0.07206727,0.721980018,0.733498137,0.326218176,0.060667622
0.00950655,0.307427286,0.431879379,0.043567795,0.361911824,0.015984459,0.737505166,0.474766129,0.914558879,0.079849376,0.23269655,0.162112231,0.082766342,0.264907601,0.769189958
0.080351385,0.101753619,0.299634947,0.07063337,0.30125636,0.043930775,0.622483785,0.125274221,0.239890616,0.485583286,0.102995382,0.651453713,0.495132498,0.015363692,0.029994886
0.078326828,0.068756875,0.101964164,0.070733537,0.753690319,0.024981387,0.914463638,0.073383507,0.683175967,0.068900946,0.073824567,0.382582944,0.599425783,0.882095262,0.714037388
0.120118515,0,0,0.060933783,0.925496417,0.663712966,0.517966224,0.053978967,0.775051805,0.490136918,0.070921095,0.056723186,0.696643305,0.113990192,0.248222569
0.067332028,0.09767686,0.168483786,0,0.872556831,0.026360326,0.865608085,0.218076472,0.609085735,0.609669833,0.078388725,0.101117262,0.668583219,0.117313583,0.043037593
0.030620865,0.048538168,0.043948466,0.018355992,0.996140156,0.004902621,0.936718421,0.053394798,0.699754479,0.035367462,0.050076817,0.065088463,0.83458132,0.188687695,0.02491293
0.266710124,0.677876972,0.544289047,0.872093953,0.060920887,0.041204943,0.817008794,0.679225699,0.108851075,0.02549472,0.664991196,0.704765503,0.035346669,0.165247154,0.274004058
0.127057771,0.674020729,0.727415498,0.856120046,0.167607105,0.038523531,0.639425908,0.314683417,0.110805152,0.249486039,0.469702784,0.526004078,0.08047494,0.802965337,0.038406757
0.084064594,0.260558268,0.345963301,0.778318888,0.229319882,0.787102272,0.854247024,0.589742287,0.139868854,0.623859269,0.685945189,0.710512483,0.045122247,0.115138288,0.731502316
0.081919146,0.530836454,0.680572112,0.748528405,0.658820196,0.042008246,0.468407647,0.552363851,0.089452228,0.592702183,0.589721437,0.641198985,0.023153158,0.161752314,0.93302717
0.058466043,0.126059875,0.395321869,0.77243658,0.099015453,0.038656177,0.52173124,0.50969765,0.114817991,0.401192851,0.065410817,0.454911083,0.074468988,0.09569832,0.047713585
0.069592998,0.737703688,0.627408138,0.668657245,0.098380499,0.025475513,0.562980275,0.579864415,0.067921339,0.564541196,0.529925412,1,0.084221941,0.048538315,0.928582934
0.009568296,0.326050364,0.383411716,0.131815696,0.508643745,0.051615724,0.648464512,0.267960933,0.017069669,0.633623007,0.099797614,0.873673624,0.421472974,0.44129442,0.047953155
0.057626792,0.086107087,0.058064231,0.68956291,0.054916131,0.690329246,0.762366802,0.349751636,0.232917595,0.433130781,0.528525168,0.491523854,0.078685062,0.57610231,0.159163547
0.209218905,0.637822437,0.398282983,0.931156137,0.582512061,0.004137935,0.649907425,0.632015888,0.00710289,0.43496415,0.615955152,0.477083153,0.037194978,0.670509435,0.854105783
0.387270063,0.586226301,0.604117771,0.963627122,0.724665201,0.050064685,0.861047929,0.545564338,0.014984118,0.569742034,0.80168284,0.606394602,0.032948189,0.511336445,0.310876208
0.206805322,0.673481545,0.352456148,0.83795602,0.392786454,0.137273815,0.587461254,0.587487391,0.135291819,0.250951312,0.649861165,0.437497307,0.017149937,0.898610523,1
0.062755988,0.078489803,0.162953719,0.133046762,1,0.011761426,0.70373559,0.022396327,0.725608127,0,0.050983716,0.128568337,0.67166786,0.213859629,0.037624346
0.193756634,0.360325507,0.406265383,0.93963002,0.367476331,0.551770695,0.568928122,0.593242266,0.043256607,0.778317018,0.812230815,0.665454929,0.051015673,0.763311464,0.519498754
0.261322418,0.345263193,0.469453619,0.708404528,0.120389293,0.068921848,0.476331087,0.259263134,0.156543617,0.807592825,0.651057144,0.60197929,0.128266478,0.212401605,0.320883252
0.181911273,0.632264688,0.884532131,0.793971215,0.087837013,0.617463491,0.404321165,0.42434169,0.104489054,0.840550185,0.811949232,0.709913606,0.100022857,0.137986552,0.676880329
0.17022962,0.354137631,0.345851968,0.851937837,0.533673297,0.050535173,0.523211902,0.622329848,0.146541336,0.506904684,0.441139669,0.557885705,0.061181106,0.099695744,0.235504327
0.040845609,0.531729781,0.747041927,0.932858333,0.294384515,0.134577831,0.680109759,0.096717228,0.188735699,0.495886779,0.452719548,0.402468398,0.086018444,0.085735455,0.532866894
0.23722906,0.392168665,0.207957933,0.748852193,0.053417333,0.034365234,0.504735902,0.562240602,0.060236165,0.40906466,0.657947934,0.156076769,0.080306742,0.904903803,0.103287404
0.142935273,0.601164619,0.21044616,0.706706921,0.67531331,0.07785827,0.253578604,0.467705786,0.050267309,0.802481425,0.736359305,0.223563895,0.164109137,0.637183438,0.281576489
0,0.205564891,0.09767073,0.0210878,0.833940426,0.04493889,0.979848112,0.077302989,0.345518211,0.105597227,0.023106471,0.052472048,0.748095806,0.128702496,0.678424868
0.158689265,0.565920843,0.455410172,0.834770552,0.05600856,0.788824416,0.651447819,0.552927531,0.093097354,0.782805901,0.815542812,0.689783972,0.064958541,0.141373088,0.790351507
0.13058353,0.208805103,0.539561887,0.929358056,0.626198204,0.732187077,0.641836049,0.310272733,0.12483404,0.786345161,0.677389109,0.511474688,0.072661717,0.145468963,0.106113371
0.144812968,0.729065589,0.796445372,0.664625235,0.087597187,0.826795481,0.651883936,0.496357599,0.135313152,0.755820764,0.894101428,0.851422415,0.066828009,0.073960758,0.85083365
0.390533997,0.507250288,0.282339423,0.642801596,0.099822362,0.837763892,0.96855198,0.591204879,0.17046339,0.502487625,0.416491938,0.622760874,0.051712479,0.203737393,0.273392613
0.121423716,0.669346719,0.355376529,0.627482144,0.267529526,0.01815261,0.341145099,0.50294485,0.500674029,0.645851248,0.504974087,0.62599417,0.06653943,0.336061736,0.886114953
0.050299742,0.241324574,0.508275253,0.870420613,0.19121411,0.032758935,0.80770536,0.439906221,0.319310789,0.395019764,0.16415873,0.694596964,0.048439753,0.538693604,0.021237473
0.370294367,0.430627275,0.292185296,0.527148962,0.252797722,0.061924764,0.468566224,0.656403811,0.117604992,0.205882672,0.610871042,0.456988808,0.061472399,0.567402619,0.842334022
0.104998338,0.303368498,0.694159859,0.627283298,0.048358385,0.043813106,0.360648111,0.563638089,0.779344358,0.729420414,0.546806094,0.462425303,0.056642629,0.072227781,0.443867945
0.192013201,0.320223179,0.579537789,0.894364115,0.051425138,0.513511284,0.433058206,0.502938368,0.128795724,0.671288268,0.832015172,0.494690307,0.111977019,0.642028212,0.146583853
0.577373781,0.702427602,0.85880552,0.409032311,0.219002719,0.064106219,0.242809837,0.557438818,0.645552054,0.580579039,0.778462544,0.588758349,0.065904814,0.066926932,0.724295103
